"vehicle","colour","passing.distance","street","time","helmet","kerb","city"
"SUV or pickup","blue",1.271,"main road","Middle","No",0.75,"Salisbury"
"HGV","green",1.761,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","silver or grey",1.727,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.583,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.592,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","white",1.691,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","black",1.549,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","red",1.715,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.842,"main road","Middle","No",0.75,"Salisbury"
"LGV or minibus","white",2.44,"main road","Middle","No",0.75,"Salisbury"
"SUV or pickup","blue",1.977,"main road","Middle","No",0.75,"Salisbury"
"LGV or minibus","red",1.577,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","white",1.38,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.64,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","white",0.991,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.288,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","red",1.509,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",0.81,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","silver or grey",1.653,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",2.123,"main road","Middle","No",0.75,"Salisbury"
"LGV or minibus","red",1.253,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","black",1.683,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","red",2.32,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.322,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","silver or grey",2.571,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","black",1.84,"main road","Middle","No",0.75,"Salisbury"
"bus","red",1.178,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","silver or grey",1.705,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","silver or grey",1.928,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","silver or grey",2.258,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","green",1.992,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.422,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.829,"main road","Middle","No",0.75,"Salisbury"
"LGV or minibus","white",1.593,"main road","Middle","No",0.75,"Salisbury"
"HGV","green",0.793,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","red",1.385,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","other",1.69,"main road","Middle","No",0.75,"Salisbury"
"LGV or minibus","white",1.469,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.747,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","silver or grey",1.256,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","silver or grey",1.671,"main road","Middle","No",0.75,"Salisbury"
"bus","red",1.189,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",0.753,"main road","Middle","No",0.75,"Salisbury"
"LGV or minibus","white",0.936,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.463,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","white",1.319,"main road","Middle","No",0.75,"Salisbury"
"bus","red",1.134,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","black",2.006,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","red",1.642,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","black",1.774,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","red",1.482,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","white",1.969,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","red",1.712,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","black",1.655,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","white",0.913,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","white",1.194,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","red",0.989,"main road","Middle","Yes",0.75,"Salisbury"
"LGV or minibus","blue",1.42,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.232,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","silver or grey",1.241,"main road","Middle","Yes",0.75,"Salisbury"
"LGV or minibus","white",1.295,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","silver or grey",1.322,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","silver or grey",1.314,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","red",1.205,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","black",1.347,"main road","Middle","Yes",0.75,"Salisbury"
"HGV","blue",1.118,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","other",1.557,"main road","Middle","Yes",0.75,"Salisbury"
"HGV","white",1.263,"main road","Middle","Yes",0.75,"Salisbury"
"LGV or minibus","blue",1.636,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","black",1.89,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.941,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","silver or grey",1.699,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","red",1.351,"main road","Middle","Yes",0.75,"Salisbury"
"SUV or pickup","blue",2.204,"main road","Middle","Yes",0.75,"Salisbury"
"SUV or pickup","silver or grey",1.472,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","black",1.605,"main road","Middle","Yes",0.75,"Salisbury"
"SUV or pickup","white",1.482,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","black",2.096,"main road","Middle","Yes",0.75,"Salisbury"
"HGV","white",1.971,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","white",1.347,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","white",1.918,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","silver or grey",1.688,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","silver or grey",1.268,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","silver or grey",1.925,"main road","Middle","Yes",0.75,"Salisbury"
"HGV","unknown",1.546,"main road","Middle","Yes",0.75,"Salisbury"
"LGV or minibus","white",1.771,"main road","Middle","Yes",0.75,"Salisbury"
"LGV or minibus","white",1.186,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","white",1.334,"main road","Middle","Yes",0.75,"Salisbury"
"HGV","white",1.065,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.157,"main road","Middle","Yes",0.75,"Salisbury"
"HGV","white",1.197,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","silver or grey",1.061,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","red",1.834,"main road","Middle","Yes",0.75,"Salisbury"
"SUV or pickup","blue",1.524,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","silver or grey",1.714,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","silver or grey",1.776,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","black",1.417,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","red",1.74,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.758,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","red",1.992,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.603,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","silver or grey",1.011,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.217,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","silver or grey",1.478,"main road","Middle","Yes",0.75,"Salisbury"
"SUV or pickup","silver or grey",1.502,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","white",1.512,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","red",0.808,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.441,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.687,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.612,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","black",1.786,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","silver or grey",2.386,"main road","Middle","Yes",0.75,"Salisbury"
"HGV","green",1.487,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.796,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","white",1.406,"main road","Middle","Yes",0.75,"Salisbury"
"bus","red",1.254,"main road","Middle","Yes",0.75,"Salisbury"
"HGV","white",2.038,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.815,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.576,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","other",1.495,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","silver or grey",1.73,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.307,"main road","Middle","Yes",0.75,"Salisbury"
"HGV","white",1.625,"main road","Middle","Yes",0.75,"Salisbury"
"PTW","red",1.355,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","red",1.713,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.231,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","silver or grey",2.119,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","red",1.972,"main road","Middle","Yes",0.75,"Salisbury"
"taxi","silver or grey",1.181,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","green",0.527,"main road","Middle","Yes",0.75,"Salisbury"
"SUV or pickup","blue",1.018,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","red",1.252,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.234,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","red",1.243,"main road","Middle","Yes",0.75,"Salisbury"
"LGV or minibus","white",1.01,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.404,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.393,"main road","Middle","Yes",0.75,"Salisbury"
"LGV or minibus","white",1.529,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.806,"main road","Middle","Yes",0.75,"Salisbury"
"LGV or minibus","silver or grey",1.326,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","silver or grey",1.663,"main road","Middle","Yes",0.75,"Salisbury"
"SUV or pickup","blue",1.584,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","green",1.92,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","black",1.991,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","green",0.901,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","silver or grey",1.521,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","red",1.263,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.629,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","white",1.765,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.239,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","other",1.334,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.559,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.771,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","black",1.095,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","black",1.369,"main road","Middle","Yes",0.75,"Salisbury"
"LGV or minibus","white",1.2,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","black",1.552,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","silver or grey",1.288,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","silver or grey",1.699,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","blue",1.688,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","silver or grey",1.377,"main road","Middle","Yes",0.75,"Salisbury"
"SUV or pickup","red",1.312,"main road","Middle","Yes",0.75,"Salisbury"
"SUV or pickup","silver or grey",1.704,"main road","Middle","Yes",0.75,"Salisbury"
"ordinary car","silver or grey",1.132,"main road","Middle","Yes",0.75,"Salisbury"
"LGV or minibus","white",0.971,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.479,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.424,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","green",1.564,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.733,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","red",1.985,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.957,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","red",1.337,"main road","Middle","No",0.75,"Salisbury"
"HGV","other",1.213,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.573,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","other",1.537,"main road","Middle","No",0.75,"Salisbury"
"LGV or minibus","white",1.679,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.734,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","white",1.673,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","red",2.22,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","black",1.648,"main road","Middle","No",0.75,"Salisbury"
"LGV or minibus","blue",1.493,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.229,"main road","Middle","No",0.75,"Salisbury"
"LGV or minibus","white",1.502,"main road","Middle","No",0.75,"Salisbury"
"HGV","white",1.563,"main road","Middle","No",0.75,"Salisbury"
"SUV or pickup","black",1.194,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","black",2.264,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.36,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.283,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.704,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","silver or grey",2.004,"main road","Middle","No",0.75,"Salisbury"
"SUV or pickup","silver or grey",1.516,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","silver or grey",1.653,"main road","Middle","No",0.75,"Salisbury"
"LGV or minibus","white",1.464,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","silver or grey",1.116,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","black",1.358,"main road","Middle","No",0.75,"Salisbury"
"HGV","red",0.996,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","green",1.77,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.345,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","silver or grey",1.407,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.429,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",2.068,"main road","Middle","No",0.75,"Salisbury"
"SUV or pickup","red",1.893,"main road","Middle","No",0.75,"Salisbury"
"SUV or pickup","blue",1.735,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","silver or grey",1.575,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","silver or grey",1.335,"main road","Middle","No",0.75,"Salisbury"
"LGV or minibus","white",1.019,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.077,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",1.472,"main road","Middle","No",0.75,"Salisbury"
"LGV or minibus","blue",1.205,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","white",1.534,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","silver or grey",2.266,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","silver or grey",1.374,"main road","Middle","No",0.75,"Salisbury"
"LGV or minibus","white",0.99,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","green",2.198,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","red",1.551,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","black",1.46,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","blue",2.701,"main road","Middle","No",0.75,"Salisbury"
"ordinary car","red",1.693,"main road","Middle","No",0.75,"Salisbury"
"LGV or minibus","white",1.687,"residential street","Middle","No",0.75,"Salisbury"
"ordinary car","silver or grey",1.574,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","silver or grey",1.581,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","silver or grey",1.819,"main road","Middle","Yes",0.5,"Salisbury"
"SUV or pickup","silver or grey",2.404,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","silver or grey",2.105,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.771,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","silver or grey",1.91,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.441,"main road","Middle","Yes",0.5,"Salisbury"
"LGV or minibus","other",1.643,"main road","Middle","Yes",0.5,"Salisbury"
"taxi","white",1.129,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","green",1.207,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.607,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","green",1.678,"main road","Middle","Yes",0.5,"Salisbury"
"HGV","white",1.377,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.213,"main road","Middle","Yes",0.5,"Salisbury"
"HGV","white",1.02,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.74,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","red",1.494,"main road","Middle","Yes",0.5,"Salisbury"
"LGV or minibus","white",1.594,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","black",2.253,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.75,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.854,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","black",1.769,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","white",1.618,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","green",1.506,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.24,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","other",1.538,"main road","Middle","Yes",0.5,"Salisbury"
"LGV or minibus","green",1.158,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.111,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","silver or grey",1.557,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.067,"main road","Middle","Yes",0.5,"Salisbury"
"HGV","red",1.517,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","silver or grey",1.388,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","black",1.44,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.591,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","red",2.322,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","blue",1.55,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","red",1.706,"main road","Middle","Yes",0.5,"Salisbury"
"ordinary car","red",2.322,"residential street","Middle","No",0.5,"Salisbury"
"bus","red",1.699,"residential street","Middle","No",0.5,"Salisbury"
"ordinary car","white",1.593,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","red",2.493,"main road","Middle","No",0.5,"Salisbury"
"LGV or minibus","white",1.519,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","white",1.419,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","white",2.12,"main road","Middle","No",0.5,"Salisbury"
"HGV","white",1.046,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","red",1.683,"main road","Middle","No",0.5,"Salisbury"
"SUV or pickup","red",1.681,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","blue",1.441,"main road","Middle","No",0.5,"Salisbury"
"HGV","red",1.765,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","red",2.183,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","blue",1.357,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","red",1.798,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","green",1.633,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","red",2.155,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","silver or grey",1.671,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","silver or grey",1.633,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","red",1.826,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","blue",1.435,"main road","Middle","No",0.5,"Salisbury"
"LGV or minibus","red",1.432,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","red",1.011,"main road","Middle","No",0.5,"Salisbury"
"bus","red",1.499,"main road","Middle","No",0.5,"Salisbury"
"SUV or pickup","black",2.912,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","silver or grey",1.523,"main road","Middle","No",0.5,"Salisbury"
"SUV or pickup","green",2.249,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","blue",1.592,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","silver or grey",1.84,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","red",1.749,"main road","Middle","No",0.5,"Salisbury"
"LGV or minibus","blue",1.415,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","black",1.223,"main road","Middle","No",0.5,"Salisbury"
"ordinary car","blue",1.534,"main road","Middle","No",0.5,"Salisbury"
"LGV or minibus","silver or grey",1.817,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.406,"main road","Middle","No",1,"Salisbury"
"taxi","silver or grey",1.629,"main road","Middle","No",1,"Salisbury"
"HGV","other",1.629,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.061,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.162,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.237,"main road","Middle","No",1,"Salisbury"
"ordinary car","white",1.387,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.283,"main road","Middle","No",1,"Salisbury"
"ordinary car","red",1.247,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.355,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.043,"main road","Middle","No",1,"Salisbury"
"ordinary car","red",1.638,"main road","Middle","No",1,"Salisbury"
"HGV","white",1.487,"main road","Middle","No",1,"Salisbury"
"PTW","black",1.408,"main road","Middle","No",1,"Salisbury"
"SUV or pickup","black",1.137,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.064,"main road","Middle","No",1,"Salisbury"
"LGV or minibus","white",1.542,"main road","Middle","No",1,"Salisbury"
"LGV or minibus","white",1.852,"main road","Middle","No",1,"Salisbury"
"HGV","white",1.09,"main road","Middle","No",1,"Salisbury"
"LGV or minibus","white",1.959,"main road","Middle","No",1,"Salisbury"
"LGV or minibus","white",1.212,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.409,"main road","Middle","No",1,"Salisbury"
"bus","white",1.202,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.805,"main road","Middle","No",1,"Salisbury"
"ordinary car","white",2.028,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.789,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",0.922,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.058,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.342,"main road","Middle","No",1,"Salisbury"
"LGV or minibus","white",1.566,"main road","Middle","No",1,"Salisbury"
"ordinary car","black",1.627,"main road","Middle","No",1,"Salisbury"
"ordinary car","black",1.934,"main road","Middle","No",1,"Salisbury"
"LGV or minibus","white",1.407,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.314,"main road","Middle","No",1,"Salisbury"
"SUV or pickup","black",1.255,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.615,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.305,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.457,"main road","Middle","No",1,"Salisbury"
"ordinary car","green",1.947,"main road","Middle","No",1,"Salisbury"
"LGV or minibus","red",2.065,"main road","Middle","No",1,"Salisbury"
"ordinary car","blue",1.237,"main road","Middle","No",1,"Salisbury"
"SUV or pickup","blue",1.479,"main road","Middle","No",1,"Salisbury"
"SUV or pickup","blue",1.249,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.323,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.985,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",1.994,"main road","Middle","No",1,"Salisbury"
"ordinary car","red",1.405,"main road","Middle","No",1,"Salisbury"
"LGV or minibus","white",1.497,"main road","Middle","No",1,"Salisbury"
"LGV or minibus","white",1.587,"main road","Middle","No",1,"Salisbury"
"LGV or minibus","white",1.46,"main road","Middle","No",1,"Salisbury"
"ordinary car","red",1.987,"main road","Middle","No",1,"Salisbury"
"ordinary car","green",1.436,"main road","Middle","No",1,"Salisbury"
"SUV or pickup","blue",1.539,"main road","Middle","No",1,"Salisbury"
"ordinary car","black",1.933,"main road","Middle","No",1,"Salisbury"
"LGV or minibus","blue",1.53,"main road","Middle","No",1,"Salisbury"
"ordinary car","green",1.081,"main road","Middle","No",1,"Salisbury"
"ordinary car","silver or grey",0.959,"residential street","Middle","No",1,"Salisbury"
"ordinary car","black",1.112,"urban street","Middle","No",1,"Salisbury"
"ordinary car","black",1.24,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","blue",2.037,"urban street","Middle","No",0.5,"Bristol"
"LGV or minibus","white",1.51,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","blue",2.547,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","silver or grey",1.904,"urban street","Middle","No",0.5,"Bristol"
"LGV or minibus","silver or grey",2.234,"urban street","Middle","No",0.5,"Bristol"
"LGV or minibus","red",1.706,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","blue",1.734,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","black",1.863,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","white",1.591,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","red",1.833,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","blue",1.454,"one-way (one lane)","Middle","No",0.5,"Bristol"
"ordinary car","blue",1.635,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","white",2.147,"urban street","Middle","No",0.5,"Bristol"
"SUV or pickup","black",1.53,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","blue",1.608,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","blue",1.935,"urban street","Middle","No",0.5,"Bristol"
"LGV or minibus","silver or grey",1.202,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","silver or grey",1.045,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","red",1.81,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","silver or grey",1.219,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","blue",2.507,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","blue",1.527,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","green",1.804,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","green",1.818,"urban street","Middle","No",0.5,"Bristol"
"PTW","silver or grey",1.571,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","blue",1.481,"urban street","Middle","No",0.5,"Bristol"
"PTW","other",1.712,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","blue",1.538,"urban street","Middle","No",0.5,"Bristol"
"ordinary car","silver or grey",1.166,"urban street","Middle","No",0.5,"Bristol"
